DataCadastro;DataConclusaoCadastro;NomeEscola;INEP;UFEscola;MunicipioEscola;IDEscola;IDProfessor
/Date(1754055857923)/;;PEDROSO COLEGIO;35151968;São Paulo;São Paulo;46;6046
/Date(1755017616760)/;;FRANCISCANO PIO XII COLEGIO;35105314;São Paulo;São Paulo;910;6068
/Date(1758186666957)/;;MARIA JUVENAL HOMEM DE MELLO PROFA;35041762;São Paulo;São Paulo;5114;6142
/Date(1756219317493)/;;CRUZEIRO DO SUL COLEGIO UNIDADE II;35130758;São Paulo;São Paulo;2010;6148
/Date(1756430999803)/;;OLGA BENATTI PROFESSORA;35001788;São Paulo;São Paulo;2257;6319
/Date(1756302646380)/;;HELENA LOMBARDI BRAGA PROFESSORA;35003086;São Paulo;São Paulo;2103;6423
/Date(1757097386153)/;;JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO;35119261;São Paulo;São Paulo;2955;6426
/Date(1757469346050)/;;SESI 434 CENTRO EDUCACIONAL;35419588;São Paulo;São Paulo;3302;6438
/Date(1754050024830)/;;SAO LUIZ DE GONZAGA III COLEGIO;35153825;São Paulo;São Paulo;18;6479
/Date(1754997324450)/;;EMEF JARDIM SILVA TELES;35587679;São Paulo;São Paulo;863;6486
/Date(1758107313963)/;;EMEF JOSE BONIFACIO;35054847;São Paulo;São Paulo;4845;6641
/Date(1756511145927)/;;AMADOR E CATHARINA SAPORITO AUGUSTO;35901748;São Paulo;São Paulo;2335;6691
/Date(1757606344523)/;;DOM BOSCO COLEGIO UNID III;35367734;São Paulo;São Paulo;3598;6730
/Date(1756849241720)/;;COLEGIO PAULO DE TARSO BABY KIDS UNIDADE II;35008915;São Paulo;São Paulo;2628;6785
/Date(1755288758787)/;;JOAO PAULO I COLEGIO;35131738;São Paulo;São Paulo;1208;7062
/Date(1758823645597)/;;EMEF MARINA MELANDER COUTINHO PROFA;35280331;São Paulo;São Paulo;6916;7064
/Date(1754942663507)/;;EMEF HELINA COUTINHO LOURENCO ALVES PROFESSORA;35434085;São Paulo;São Paulo;835;7078
/Date(1754505240600)/;;EMEF JOAO NAOKI SUMITA DR;35054574;São Paulo;São Paulo;542;7999
/Date(1757770259017)/;;COLEGIO CAMINHOS E COLINAS;35005941;São Paulo;São Paulo;4058;8104
/Date(1754831456750)/;;ALVARO DE SOUZA LIMA DOUTOR;35037618;São Paulo;São Paulo;780;8641
/Date(1755040274313)/;;ESCOLA FLOR DA VIDA EDUCACAO E LAZER;35006290;São Paulo;São Paulo;957;8867
/Date(1755087637140)/;;ETEC GETULIO VARGAS;35004352;São Paulo;São Paulo;984;8956
/Date(1755113608093)/;;EMEF LILIAN MASO PROFA;35445526;São Paulo;São Paulo;1038;9007
/Date(1755129155183)/;;EMEF ARMANDO CRIDEY RIGHETTI;35055591;São Paulo;São Paulo;1054;9054
/Date(1757616504817)/;;PINHEIRO ESCOLA;35139129;São Paulo;São Paulo;3673;9665
/Date(1755542400960)/;;EMEF ANIBAL FREIRE MIN;35053533;São Paulo;São Paulo;1343;9789
/Date(1755693954103)/;;AUGUSTO RIBEIRO DE CARVALHO PROFESSOR;35000450;São Paulo;São Paulo;1510;10097
/Date(1756308274500)/;;BELO FUTURO INTERNACIONAL COLEGIO UNIDADE II;35569240;São Paulo;São Paulo;2110;10256
/Date(1755779554333)/;;MARIA IMACULADA COLEGIO EEIFM;35105041;São Paulo;São Paulo;1604;10290
/Date(1756809583080)/;;FRANCISCANO PIO XII COLEGIO;35105314;São Paulo;São Paulo;2552;10560
/Date(1755908662450)/;;RENATO DE ARRUDA PENTEADO PROFESSOR;35000097;São Paulo;São Paulo;1774;10623
/Date(1756128360187)/;;LEOPOLDO SANTANA PROFESSOR;35005010;São Paulo;São Paulo;1874;11015
/Date(1756150197770)/;;EMEF ANALIA FRANCO BASTOS;35076132;São Paulo;São Paulo;1919;11080
/Date(1756242046290)/;;HERCULANO DE FREITAS PROFESSOR;35043953;São Paulo;São Paulo;2063;11406
/Date(1756322960380)/;;CEU EMEF CANTOS DO AMANHECER;35356736;São Paulo;São Paulo;2139;11625
/Date(1756327403117)/;;MARIA AUGUSTA DE AVILA PROFA;35002616;São Paulo;São Paulo;2149;11644
/Date(1756382325593)/;;GUSTAVO BARROSO;35916729;São Paulo;São Paulo;2186;11771
/Date(1756438188777)/;;EMILIO WARWICK KERR PASTOR;35041774;São Paulo;São Paulo;2262;11946
/Date(1756512609847)/;;BRASILEIRO ISLAMICO COLEGIO;35442379;São Paulo;São Paulo;2336;12117
/Date(1757461151750)/;;CONDE DOMINGOS COLEGIO;35060574;São Paulo;São Paulo;3295;12200
/Date(1756689138613)/;;EMEFM LINNEU PRESTES PROF;35054082;São Paulo;São Paulo;2440;12522
/Date(1758057847150)/;;NOVO ESPACO COLEGIO;35171487;São Paulo;São Paulo;4757;12874
/Date(1756949906673)/;;LUIZ SERGIO CLAUDINO DOS SANTOS DEPUTADO;35923606;São Paulo;São Paulo;2758;13252
/Date(1757020400927)/;;RAIZES COLEGIO;35118151;São Paulo;São Paulo;2868;13478
/Date(1757183433270)/;;ETEC PAULISTANO;35439083;São Paulo;São Paulo;3004;13863
/Date(1757183494073)/;;CARLOS FREDERICO WERNECK LACERDA JORNALISTA;35037709;São Paulo;São Paulo;3005;13863
/Date(1757610923700)/;;REDE DECISAO UNIDADE SAUDE;35125398;São Paulo;São Paulo;3628;14072
/Date(1757423808417)/;;CIEJA ALUNA JESSICA NUNES HERCULANO;35260228;São Paulo;São Paulo;3201;14299
/Date(1757428995780)/;;NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;35106148;São Paulo;São Paulo;3219;14319
/Date(1758582130240)/;;REDE DECISAO UNIDADE SAUDE;35125398;São Paulo;São Paulo;6016;14457
/Date(1757517529330)/;;NOSSA SENHORA AUXILIADORA INSTITUTO;35101333;São Paulo;São Paulo;3379;14665
/Date(1757980968057)/;;PAULO LAURO DR;35048641;São Paulo;São Paulo;4490;15004
/Date(1757612431357)/;;BRASILIO MACHADO;35004790;São Paulo;São Paulo;3638;15042
/Date(1757679694677)/;;BATISTA DA PENHA COLEGIO;35142529;São Paulo;São Paulo;3826;15282
/Date(1757863902930)/;;SENAC NACOES UNIDAS;35269025;São Paulo;São Paulo;4153;15415
/Date(1757724367447)/;;SENAC NACOES UNIDAS;35269025;São Paulo;São Paulo;4008;15604
/Date(1758129437017)/;;IFSP - CAMPUS SAO PAULO;35990012;São Paulo;São Paulo;4983;15643
/Date(1757814622847)/;;CHARLES DE GAULLE;35039123;São Paulo;São Paulo;4120;15921
/Date(1757896291887)/;;LAERTE RAMOS DE CARVALHO PROF DR;35037448;São Paulo;São Paulo;4203;16126
/Date(1757952179393)/;;EXATUS COLEGIO E VESTIBULARES;35144228;São Paulo;São Paulo;4313;16329
/Date(1757952202130)/;;COLEGIO EXATUS;35140788;São Paulo;São Paulo;4314;16329
/Date(1757964633267)/;;RAUL CARDOSO DE ALMEIDA PROFESSOR;35004522;São Paulo;São Paulo;4420;16501
/Date(1757967777630)/;;AYRES DE MOURA PROFESSOR;35000012;São Paulo;São Paulo;4434;16548
/Date(1757974890007)/;;KEIZO ISHIHARA;35003955;São Paulo;São Paulo;4466;16603
/Date(1758067656537)/;;JACOMO STAVALE PROFESSOR;35000553;São Paulo;São Paulo;4793;17202
/Date(1758103076717)/;;MARIA IMACULADA COLEGIO EEIFM;35105041;São Paulo;São Paulo;4823;17294
/Date(1758141615530)/;;ETEC IRMA AGOSTINA;35446695;São Paulo;São Paulo;5055;17630
/Date(1758194186663)/;;BELIZE;35284324;São Paulo;São Paulo;5133;17835
/Date(1758205383797)/;;MADRE MAZZARELLO INSTITUTO;35100663;São Paulo;São Paulo;5197;17941
/Date(1758205416540)/;;MADRID COLEGIO;35117924;São Paulo;São Paulo;5198;17941
/Date(1758231275757)/;;ANHANGUERA;35003384;São Paulo;São Paulo;5327;18140
/Date(1758296960900)/;;VICENTE RAO PROFESSOR;35038234;São Paulo;São Paulo;5489;18283
/Date(1758281157677)/;;ANGLO MORUMBI COLEGIO;35153989;São Paulo;São Paulo;5397;18298
/Date(1758285732867)/;;MIGUEL SANSIGOLO PROF;35901702;São Paulo;São Paulo;5418;18329
/Date(1758648767603)/;;PAULINO NUNES ESPOSO;35005307;São Paulo;São Paulo;6218;18431
/Date(1758648843707)/;;FRANCISCO JOAO DE AZEVEDO PADRE;35037394;São Paulo;São Paulo;6219;18431
/Date(1758307714803)/;;BEATRIZ DE QUADROS LEME PROFESSORA;35005009;São Paulo;São Paulo;5545;18480
/Date(1758321973377)/;;EMEF JOSE DO PATROCINIO;35054148;São Paulo;São Paulo;5585;18496
/Date(1758311350510)/;;ANGELO BORTOLO;35001272;São Paulo;São Paulo;5563;18498
/Date(1758404056673)/;;AFRANIO PEIXOTO;35000760;São Paulo;São Paulo;5683;18824
/Date(1758475093743)/;;PAULINO NUNES ESPOSO;35005307;São Paulo;São Paulo;5763;19053
/Date(1758475181390)/;;CALHIM MANOEL ABUD;35902925;São Paulo;São Paulo;5764;19053
/Date(1758487628477)/;;WELLINGTON CENTRO DE ENSINO INTEGRADO;35100328;São Paulo;São Paulo;5778;19098
/Date(1758507500493)/;;JOAO LIGABUE CONEGO;35001259;São Paulo;São Paulo;5811;19196
/Date(1758509555947)/;;BEACON SCHOOL;35480745;São Paulo;São Paulo;5813;19203
/Date(1758577896693)/;;NOTRE DAME COLEGIO;35102787;São Paulo;São Paulo;6006;19493
/Date(1758592478543)/;;EMEF CARLOS PASQUALE PROF;35055724;São Paulo;São Paulo;6046;19556
/Date(1758650242090)/;;LEVI CARNEIRO;35005290;São Paulo;São Paulo;6233;19839
/Date(1758711276133)/;;ETEC PROFESSOR HORACIO AUGUSTO DA SILVEIRA;35000954;São Paulo;São Paulo;6389;20121
/Date(1758718246927)/;;EMEF ANTONIO PEREIRA IGNACIO;35092952;São Paulo;São Paulo;6444;20124
/Date(1758711817763)/;;EMEF CHIQUINHA RODRIGUES;35053399;São Paulo;São Paulo;6393;20127
/Date(1758719114163)/;;NAIR OLEGARIO CAJUEIRO;35438042;São Paulo;São Paulo;6455;20206
/Date(1758737102907)/;;SAGRADO CORACAO DE JESUS COLEGIO;35102799;São Paulo;São Paulo;6587;20257
/Date(1758797094433)/;;BEACON SCHOOL;35480745;São Paulo;São Paulo;6736;20482
/Date(1758773274880)/;;JAIR TOLEDO XAVIER PROFESSOR;35923254;São Paulo;São Paulo;6715;20585
/Date(1758784581783)/;;PANDIA CALOGERAS;35001545;São Paulo;São Paulo;6719;20589
/Date(1758793761380)/;;VIRGEM PODEROSA COLEGIO;35106768;São Paulo;São Paulo;6727;20603
/Date(1758801085037)/;;ISAI LEIRNER;35001417;São Paulo;São Paulo;6772;20655
/Date(1758813519187)/;;EMEF KENNEDY PRES;35054586;São Paulo;São Paulo;6857;20770
/Date(1758547464627)/;;NEUSA MARIA DO BEM PROFESSORA;35350643;São Paulo;Serrana;5875;6013
/Date(1758654768550)/;;INSTITUTO DE EDUCACAO GUARIBA;35809809;São Paulo;Guariba;6258;6016
/Date(1758501444807)/;;13 DE JUNHO ESCOLA;35155226;São Paulo;Junqueirópolis;5799;6018
/Date(1758501475577)/;;LILIANA GONZAGA PROFA ESCOLA DE EF E EM;35152473;São Paulo;Dracena;5800;6018
/Date(1754329323807)/;;ANJO DA GUARDA COLEGIO;35114327;São Paulo;Bebedouro;292;6026
/Date(1756231672580)/;;ARTUR HORSTHUIS DOM;35027224;São Paulo;Jales;2045;6031
/Date(1756489744037)/;;MAPLE BEAR SANTOS;35572007;São Paulo;Santos;2302;6041
/Date(1755188937233)/;;PROFESSOR JOAO BATISTA GASPARIN;35579439;São Paulo;São Carlos;1099;6043
/Date(1756731228610)/;;SESI 411 CENTRO EDUCACIONAL;35111173;São Paulo;Taubaté;2473;6044
/Date(1754073731203)/;;BAIRRO SANTA RITA DO PONTAL;35032300;São Paulo;Euclides da Cunha Paulista;90;6057
/Date(1754392831417)/;;SESI 436 CENTRO EDUCACIONAL;35441843;São Paulo;Nova Odessa;370;6101
/Date(1755002446933)/;;MARILDA FERREIRA DE BRITO BARROS PEREIRA;35045470;São Paulo;São José dos Campos;879;6107
/Date(1757615371663)/;;DOROTHOVEO GASPAR VIANNA PROF;35013812;São Paulo;Jacareí;3659;6119
/Date(1754662930283)/;;JOSE GUILHERME;35017978;São Paulo;Bragança Paulista;694;6123
/Date(1758052014410)/;;PORCINO RODRIGUES PROF;35009957;São Paulo;Itapecerica da Serra;4736;6134
/Date(1754057489227)/;;BRASILIS COLEGIO;35135094;São Paulo;Mogi das Cruzes;53;6151
/Date(1754676925400)/;;JOSE ALVIM;35018053;São Paulo;Atibaia;712;6156
/Date(1757585826783)/;;SESI 308 CENTRO EDUCACIONAL;35117535;São Paulo;Marília;3497;6157
/Date(1754050926693)/;;OLYMPIA BARTH DE OLIVEIRA PROFA;35017334;São Paulo;Americana;21;6159
/Date(1754475395853)/;;GINO BELLODI EMEB;35220036;São Paulo;Guariba;473;6176
/Date(1754920749403)/;;HELENA MARIA LUIZ DE MELLO PROFA EMEF;35367965;São Paulo;Luís Antônio;816;6177
/Date(1754951007190)/;;AUREA CANTINHO RODRIGUES PROFA EMEFI;35056820;São Paulo;São José dos Campos;843;6196
/Date(1755881403340)/;;IGNACIO MIGUEL ESTEFNO;35040824;São Paulo;Guarujá;1748;6199
/Date(1754397585873)/;;GENIUS COLEGIO;35194712;São Paulo;Campinas;385;6206
/Date(1758477776550)/;;EZIO BERZAGHI PROFESSOR EMEF;35451101;São Paulo;Barueri;5768;6250
/Date(1754143084070)/;;ANDRELINO CASARE PROF EMEF;35445812;São Paulo;Descalvado;122;6253
/Date(1754501193377)/;;AUGUSTO SAES PROFESSOR;35020771;São Paulo;Piracicaba;537;6254
/Date(1756725484163)/;;COLEGIO DA POLICIA MILITAR UNIDADE SOROCABA;35004270;São Paulo;Sorocaba;2456;6258
/Date(1758825382720)/;;CRIAR COLEGIO;35808337;São Paulo;Tietê;6931;6267
/Date(1756941553323)/;;QUINTAL SISTEMA EDUCACIONAL;35140703;São Paulo;Itapetininga;2747;6281
/Date(1756941926680)/;;CORINA CACAPAVA BARTH PROFA;35015180;São Paulo;Itapetininga;2748;6281
/Date(1757527519797)/;;PHOTON COLEGIO;35153746;São Paulo;Campinas;3425;6283
/Date(1754331221710)/;;MONTEIRO LOBATO EEIFM;35110978;São Paulo;São José dos Campos;301;6293
/Date(1754921028233)/;;HERCY MORAES PROFESSORA;35018788;São Paulo;Campinas;817;6298
/Date(1754349122710)/;;VALOIS SCORTECCI;35036894;São Paulo;Barretos;339;6338
/Date(1757933166247)/;;BARROS PROF EMEB;35298013;São Paulo;Guariba;4226;6339
/Date(1755888149863)/;;ABDIEL LOPES MONTEIRO PROF;35038885;São Paulo;Ribeirão Branco;1763;6344
/Date(1756062586917)/;;FLORIVALDO LEAL;35032050;São Paulo;Presidente Prudente;1831;6348
/Date(1758718500650)/;;COLEGIO AVICENNA;35005967;São Paulo;Leme;6450;6353
/Date(1756992340737)/;;ALBERTO BACAN PROFESSOR;35038374;São Paulo;Guarulhos;2797;6357
/Date(1758139393437)/;;ESCOLA SEB UNIDADE RIBEIRANIA;35115009;São Paulo;Ribeirão Preto;5046;6359
/Date(1757615629140)/;;CYRO BARREIROS PROFESSOR;35035713;São Paulo;Guarulhos;3664;6365
/Date(1754653048160)/;;BARAO DE JUNDIAI;35019732;São Paulo;Jundiaí;675;6370
/Date(1758218608693)/;;NEUZA MARIA NAZATTO DE CARVALHO PROFA;35045512;São Paulo;Santa Bárbara d'oeste;5270;6373
/Date(1757595697753)/;;JANDYRA ANTUNES ROSA PROFESSORA COLEGIO;35152812;São Paulo;Limeira;3543;6377
/Date(1757355027070)/;;PROFESSOR LUIZ VIVIANI FILHO;35585804;São Paulo;São Carlos;3108;6382
/Date(1755545148170)/;;COLEGIO SOS;35158719;São Paulo;Socorro;1353;6394
/Date(1754332230443)/;;MATILDE MARIA CREMM;35009982;São Paulo;Itapecerica da Serra;306;6419
/Date(1756133991200)/;;ALEGRIA DE SABER CENTRO EDUCACIONAL;35299467;São Paulo;Campinas;1884;6431
/Date(1755543881037)/;;COLEGIO EUREKA;35005093;São Paulo;Sorocaba;1349;6435
/Date(1756970550933)/;;TAQUARA BRANCA AGENOR MIRANDA DA SILVA EMEF;35463905;São Paulo;Hortolândia;2764;6444
/Date(1757689681937)/;;PHILOMENA SALVIA ZUPARDO EMEB;35213470;São Paulo;Itatiba;3878;6447
/Date(1758104069163)/;;ESCOLA SESI DARCY ZACARIAS;35117092;São Paulo;Presidente Prudente;4825;6452
/Date(1756687577167)/;;BRASIL;35020011;São Paulo;Limeira;2439;6456
/Date(1758682841417)/;;LUMEN COLEGIO;35143182;São Paulo;Piraju;6371;6461
/Date(1758807054610)/;;AKIO SATORU PROFESSOR;35027248;São Paulo;Urânia;6804;6481
/Date(1757611510553)/;;CAROLINA AUGUSTA SERAPHIM PROFESSORA;35021556;São Paulo;Rio Claro;3634;6485
/Date(1757098816210)/;;MARIVALDO CARLOS DEGAN PROFESSOR;35127887;São Paulo;São Carlos;2962;6487
/Date(1756723582120)/;;JOAQUIM ANTONIO PEREIRA;35026797;São Paulo;Fernandópolis;2449;6494
/Date(1756401626863)/;;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;35039639;São Paulo;Jacareí;2222;6523
/Date(1755693332803)/;;SESI 411 CENTRO EDUCACIONAL;35111173;São Paulo;Taubaté;1508;6537
/Date(1754393887617)/;;ALVARO GUIAO DOUTOR;35024512;São Paulo;São Carlos;373;6564
/Date(1754393948380)/;;LUDGERO BRAGA PROFESSOR;35907923;São Paulo;São Carlos;374;6564
/Date(1757559329793)/;;ESCOLA SESI MILTON SOBROSA CORDEIRO;35108303;São Paulo;Mogi das Cruzes;3488;6646
/Date(1757806681897)/;;SAO LUCAS COLEGIO;35121344;São Paulo;Jaú;4111;6649
/Date(1756141122893)/;;ANTHENOR FRUET PROF;35920940;São Paulo;Itu;1902;6658
/Date(1758403705873)/;;GABRIEL PRESTES;35012944;São Paulo;Lorena;5682;6672
/Date(1754501824707)/;;EDINA APARECIDA BAMPA DA FONSECA PROFESSORA EMEB;35274744;São Paulo;Valinhos;539;6681
/Date(1755828828533)/;;JOSEPHA CUBAS DA SILVA PROFESSORA;35034010;São Paulo;Ourinhos;1682;6692
/Date(1758747884930)/;;LEICO AKAISHI PROFESSORA;35007882;São Paulo;Ribeirão Pires;6655;6712
/Date(1758588966550)/;;CRISTO REI COLEGIO;35117572;São Paulo;Marília;6037;6738
/Date(1758777588437)/;;LUIZ GONZAGA DA COSTA PROFESSOR;35018508;São Paulo;Campinas;6718;6739
/Date(1755086505190)/;;ELISA MARTIRANI WINKLER PROFA EM;35191668;São Paulo;Buri;980;6741
/Date(1756985045040)/;;DOMUS MARIAE CENTRO EDUCACIONAL;35509516;São Paulo;São José do Rio Preto;2777;6757
/Date(1758053362910)/;;ORIZENA DE SOUZA ELENA PROFESSORA;35034236;São Paulo;Tejupá;4744;6762
/Date(1756122799863)/;;MILTON DE TOLOSA PROFESSOR;35018478;São Paulo;Campinas;1860;6768
/Date(1757780962447)/;;UIRAPURU COLEGIO;35141586;São Paulo;Sorocaba;4076;6769
/Date(1758134500207)/;;BELA ALVORADA COLEGIO;35802281;São Paulo;Votorantim;5018;6803
/Date(1756824679640)/;;BENEDITO FERREIRA LOPES CEMPRE;35575732;São Paulo;Mogi das Cruzes;2584;6823
/Date(1754491859733)/;;VICENTE BARBOSA;35029981;São Paulo;Valparaíso;515;6825
/Date(1755195219020)/;;SESI 437 CENTRO EDUCACIONAL;35466682;São Paulo;Hortolândia;1111;6841
/Date(1757934573067)/;;ESCOLA SESI DARCY ZACARIAS;35117092;São Paulo;Presidente Prudente;4235;6849
/Date(1757365538193)/;;BRASIL;35020011;São Paulo;Limeira;3140;6884
/Date(1754299018907)/;;JOAQUIM IZIDORO MARINS PROFESSOR;35016093;São Paulo;Sorocaba;190;6890
/Date(1755383371533)/;;CLARICE COSTA CONTI PROFA;35045500;São Paulo;Americana;1251;6925
/Date(1757954703387)/;;MARIA APARECIDA PINTO DE ABREU MAGNO PROFESSORA;35909798;São Paulo;Bertioga;4331;6986
/Date(1755018364827)/;;LACY BONILHA DE SOUZA PROFESSORA;35907741;São Paulo;Barretos;914;7052
/Date(1756173425777)/;;ARNOLFO AZEVEDO;35013109;São Paulo;Lorena;1954;7066
/Date(1756826348493)/;;BENTO DE QUEIROZ PADRE;35034095;São Paulo;Timburi;2585;7085
/Date(1754256269853)/;;ROGERIO LAZARO TOCCHETON PROF;35045287;São Paulo;Itu;164;7122
/Date(1755866799240)/;;NELSON PIZZOTTI MENDES PROFESSOR;35008424;São Paulo;Santo André;1718;7131
/Date(1755828822723)/;;PROFESSOR JOAO BATISTA GASPARIN;35579439;São Paulo;São Carlos;1681;7137
/Date(1758110246197)/;;MARISTELA CAROLINA MELLIN;35048276;São Paulo;Hortolândia;4859;7153
/Date(1754056060510)/;;ETEC DE EMBU;35446993;São Paulo;Embu das Artes;48;7486
/Date(1754072823777)/;;ETEC DE SANTA ROSA DO VITERBO;35441624;São Paulo;Santa Rosa de Viterbo;87;7514
/Date(1754177949407)/;;IZABEL RODRIGUES GALVAO PROFESSORA;35039780;São Paulo;Sorocaba;137;7571
/Date(1754401618840)/;;ESCOLA MUNICIPAL JOAO GONCALVES;35004909;São Paulo;Praia Grande;399;7588
/Date(1757222940037)/;;COLEGIO AEON LITORAL;35583303;São Paulo;Praia Grande;3018;7741
/Date(1754476813533)/;;MARCIA HELENA FERNANDEZ DE ARAUJO PROFA EMEIF;35267788;São Paulo;Álvares Machado;475;7931
/Date(1754478678730)/;;CRESCER COLEGIO;35172510;São Paulo;Campinas;484;7942
/Date(1756723652590)/;;CORIOLANO BURGOS DR;35017577;São Paulo;Amparo;2450;8089
/Date(1754566497680)/;;ETEC PRESIDENTE VARGAS;35006609;São Paulo;Mogi das Cruzes;578;8109
/Date(1754580368257)/;;SANTA INES COLEGIO EIFM;35110164;São Paulo;Santos;600;8136
/Date(1754590734053)/;;CRISTAO DE JUNDIAI COLEGIO;35290981;São Paulo;Jundiaí;619;8156
/Date(1754604432370)/;;FERREIRA MASTER COLEGIO;35288378;São Paulo;Suzano;644;8169
/Date(1754611314247)/;;HUGO PENTEADO TEIXEIRA;35915592;São Paulo;Campinas;649;8190
/Date(1754666135853)/;;ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL LIMAOZINHO BOZANHI;35007718;São Paulo;Osasco;698;8343
/Date(1754675575213)/;;COLEGIO DOM BOSCO RIO CLARO;35004193;São Paulo;Rio Claro;710;8360
/Date(1754700701977)/;;SYLVIA FERREIRA JORGE SCHAFFER PROFA EMEB;35277617;São Paulo;Orlândia;729;8408
/Date(1754700848667)/;;MONIR NEDER PROF EMEB;35274501;São Paulo;Ipuã;730;8408
/Date(1754708488060)/;;AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA;35047958;São Paulo;São José dos Campos;734;8424
/Date(1754720050997)/;;COLEGIO ANGLO JAGUARIUNA;35007243;São Paulo;Jaguariúna;739;8434
/Date(1754726722757)/;;LUCIA NOVAIS BRANDAO PROFA EM;35221089;São Paulo;Cedral;740;8438
/Date(1754740779730)/;;CURSO E COLEGIO UNI;35007524;São Paulo;São Carlos;747;8472
/Date(1754781179513)/;;DENOEL NICODEMOS ELLER REVERENDO;35906448;São Paulo;Taboão da Serra;770;8567
/Date(1758119576347)/;;ADAMASTOR DE CARVALHO PROFESSOR;35008576;São Paulo;Santo André;4930;8589
/Date(1754828543753)/;;GERALDO CORREIA DE CARVALHO DOUTOR;35037151;São Paulo;Ribeirão Preto;779;8629
/Date(1754920708040)/;;MARIA GONCALVES DA MOTTA;35906827;São Paulo;Piraju;815;8638
/Date(1755032208647)/;;VIRGILIO CAPOANI;35025896;São Paulo;Lençóis Paulista;943;8843
/Date(1755039298580)/;;LUIZ DE CASTRO PINTO PROF;35012968;São Paulo;Lorena;955;8865
/Date(1755053100920)/;;DIVINA PROVIDENCIA ESCOLA;35113256;São Paulo;Jundiaí;970;8913
/Date(1755104617380)/;;VICTORIA COLEGIO;35173368;São Paulo;Sorocaba;1017;8988
/Date(1755114968287)/;;COLEGIO PROGRESSO BILINGUE;35439368;São Paulo;Indaiatuba;1040;9005
/Date(1758038676987)/;;COLEGIO PROGRESSO ITU;35006190;São Paulo;Itu;4646;9005
/Date(1755114425553)/;;MARIA DE LOURDES GENTILLE STEFANO PROFA;35903528;São Paulo;Itápolis;1039;9011
/Date(1755200774953)/;;FAZENDA DA CAIXA;35307221;São Paulo;Ubatuba;1121;9028
/Date(1755181564400)/;;FRANCISCO DUARTE;35033947;São Paulo;Ibirarema;1090;9136
/Date(1755184542193)/;;ESCOLA CIVICO MUNICIPAL JULIO CEZAR CARDIAL DE TULLIO;35010359;São Paulo;Ilhabela;1094;9163
/Date(1755195053300)/;;SACRE COEUR DES ENFANTS COLEGIO ANGLO;35144927;São Paulo;Capão Bonito;1110;9185
/Date(1755214039887)/;;PLENITUDE COLEGIO;35517409;São Paulo;Itaquaquecetuba;1137;9226
/Date(1755297532977)/;;ALICE VILELA GALVAO PROFA EMEF;35274409;São Paulo;Canas;1212;9365
/Date(1755288610983)/;;NOVA VIDA ESCOLA;35160234;São Paulo;Itupeva;1205;9369
/Date(1758232529563)/;;CASTRO ALVES CENTRO EDUCACIONAL;35121952;São Paulo;Diadema;5334;9451
/Date(1755349286587)/;;COLEGIO CARAMELO EIRELI;35470235;São Paulo;Hortolândia;1230;9458
/Date(1755439322980)/;;SENAC REGISTRO;35585701;São Paulo;Registro;1262;9620
/Date(1757102365997)/;;COLEGIO ORIGEM LTDA;35007099;São Paulo;Cerquilho;2974;9695
/Date(1755475690970)/;;URANIA COSTA DE LIMA PROFESSORA ESCOLA MUNICIPAL;35071500;São Paulo;José Bonifácio;1284;9700
/Date(1755481605357)/;;YOLANDA ARAUJO SILVA PAIVA PROFESSORA;35035191;São Paulo;Cananéia;1287;9707
/Date(1755507280903)/;;ILHA SOLTEIRA COLEGIO PRE UNIVERSITARIO;35137765;São Paulo;Ilha Solteira;1290;9725
/Date(1755529153110)/;;CEDESC INSTITUTO DE EDUCACAO E CULTURA;35161925;São Paulo;Descalvado;1322;9765
/Date(1755550277987)/;;IRACEMA RAUEN MACIEL PROFESSORA;35048161;São Paulo;Itapevi;1382;9810
/Date(1758590416357)/;;BERTHA CORREA E CASTRO DA ROCHA;35007006;São Paulo;Poá;6039;9929
/Date(1755626828033)/;;ESCOLA MUNICIPAL PROFESSOR ALEXANDRE MACHADO SALGADO;35206878;São Paulo;Pindamonhangaba;1461;9962
/Date(1755629806957)/;;SEBASTIAO DE CASTRO PROFESSOR;35006622;São Paulo;Mogi das Cruzes;1470;9971
/Date(1755689364457)/;;PAULINA ROSA PROFESSORA;35900527;São Paulo;Hortolândia;1502;9983
/Date(1755648236657)/;;EMILIO RIBAS DE ENSINO FUNDAMENTAL COLEGIO;35288020;São Paulo;Pindamonhangaba;1482;10009
/Date(1757975617033)/;;ELZA PECANHA DE GODOY;35909373;São Paulo;Piracaia;4469;10026
/Date(1755724730323)/;;ANTONIO VIEIRA CAMPOS;35920236;São Paulo;Sorocaba;1571;10197
/Date(1755732677257)/;;BAIRRO PEDRINHAS EMEIEF;35655478;São Paulo;Ilha Comprida;1577;10218
/Date(1756385691510)/;;MARIA CONCEICAO APARECIDA BASSO PROFA;35026852;São Paulo;Fernandópolis;2192;10434
/Date(1755870053513)/;;IFSP - CAMPUS CATANDUVA;35456986;São Paulo;Catanduva;1724;10519
/Date(1756134609897)/;;JOSE ERMIRIO DE MORAES SENADOR;35040289;São Paulo;Juquiá;1887;10540
